OffspID,Dam,Sire,DamOrigin,SireOrigin,DamNatalPop,SireNatalPop
Aku_12_001,NA,usM2011,NA,NA,NA,NA
Aku_12_002,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_003,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_004,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_005,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_006,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_007,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_009,usF2011,Aku_11A_009,NA,disperser,NA,Baisjohka
Aku_12_010,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_011,Aku_11A_021,Aku_11A_006,local,local,Akujoki,Akujoki
Aku_12_013,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_014,Aku_11A_045,NA,local,NA,Akujoki,NA
Aku_12_015,Aku_11A_045,NA,local,NA,Akujoki,NA
Aku_12_016,NA,NA,NA,NA,NA,NA
Aku_12_017,Aku_11A_021,Aku_11A_006,local,local,Akujoki,Akujoki
Aku_12_018,Aku_11A_045,NA,local,NA,Akujoki,NA
Aku_12_021,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_022,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_023,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_024,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_025,Aku_11A_045,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_028,NA,usM2011,NA,NA,NA,NA
Aku_12_029,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_030,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_031,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_032,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_034,NA,Aku_11A_011,NA,local,NA,Akujoki
Aku_12_035,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_036,NA,NA,NA,NA,NA,NA
Aku_12_037,NA,usM2011,NA,NA,NA,NA
Aku_12_038,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_039,NA,Aku_11A_011,NA,local,NA,Akujoki
Aku_12_040,Aku_11A_020,usM2011,disperser,NA,Nilijoki,NA
Aku_12_041,NA,NA,NA,NA,NA,NA
Aku_12_042,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_044,NA,Aku_11A_011,NA,local,NA,Akujoki
Aku_12_045,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_046,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_047,Aku_11A_052,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_048,Aku_11A_052,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_049,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_050,Aku_11A_052,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_051,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_052,Aku_11A_052,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_053,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_054,Aku_11A_052,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_055,Aku_11A_045,NA,local,NA,Akujoki,NA
Aku_12_056,Aku_11A_020,usM2011,disperser,NA,Nilijoki,NA
Aku_12_057,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_058,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_059,NA,usM2011,NA,NA,NA,NA
Aku_12_061,NA,usM2011,NA,NA,NA,NA
Aku_12_063,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_064,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_065,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_066,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_067,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_068,NA,NA,NA,NA,NA,NA
Aku_12_069,usF2011,Aku_11A_009,NA,disperser,NA,Baisjohka
Aku_12_071,Aku_11A_052,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_073,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_074,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_075,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_076,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_077,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_078,NA,usM2011,NA,NA,NA,NA
Aku_12_079,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_080,NA,NA,NA,NA,NA,NA
Aku_12_081,Aku_11A_045,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_082,Aku_11A_020,usM2011,disperser,NA,Nilijoki,NA
Aku_12_083,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_084,Aku_11A_020,usM2011,disperser,NA,Nilijoki,NA
Aku_12_085,Aku_11A_045,NA,local,NA,Akujoki,NA
Aku_12_086,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_090,NA,NA,NA,NA,NA,NA
Aku_12_091,Aku_11A_020,usM2011,disperser,NA,Nilijoki,NA
Aku_12_092,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_093,NA,usM2011,NA,NA,NA,NA
Aku_12_094,NA,usM2011,NA,NA,NA,NA
Aku_12_096,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_101,Aku_11A_020,usM2011,disperser,NA,Nilijoki,NA
Aku_12_102,NA,usM2011,NA,NA,NA,NA
Aku_12_103,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_104,Aku_11A_021,Aku_11A_006,local,local,Akujoki,Akujoki
Aku_12_106,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_107,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_108,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_109,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_110,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_111,usF2011,usM2011,NA,NA,NA,NA
Aku_12_112,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_113,Aku_11A_020,Aku_11A_049,disperser,disperser,Nilijoki,Nilijoki
Aku_12_114,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_115,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_116,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_117,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_118,NA,usM2011,NA,NA,NA,NA
Aku_12_119,Aku_11A_045,NA,local,NA,Akujoki,NA
Aku_12_120,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_121,Aku_11A_045,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_122,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_124,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_125,Aku_11A_052,Aku_11A_049,local,disperser,Akujoki,Nilijoki
Aku_12_126,usF2011,NA,NA,NA,NA,NA
Aku_12_127,NA,usM2011,NA,NA,NA,NA
Aku_12_128,Aku_11A_021,Aku_11A_006,local,local,Akujoki,Akujoki
Aku_12_129,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_130,NA,usM2011,NA,NA,NA,NA
Aku_12_131,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_132,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_133,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_134,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_135,NA,usM2011,NA,NA,NA,NA
Aku_12_136,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_137,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_138,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_139,NA,usM2011,NA,NA,NA,NA
Aku_12_140,Aku_11A_045,Aku_11A_011,local,local,Akujoki,Akujoki
Aku_12_142,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_143,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_144,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_146,Aku_11A_037,Aku_11A_004,disperser,local,Nilijoki,Akujoki
Aku_12_148,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_149,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_150,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_151,Aku_11A_037,usM2011,disperser,NA,Nilijoki,NA
Aku_12_152,Aku_11A_037,Aku_11A_004,disperser,local,Nilijoki,Akujoki
Aku_12_153,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_156,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_157,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_159,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_160,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_161,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_162,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_163,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_165,Aku_11A_037,usM2011,disperser,NA,Nilijoki,NA
Aku_12_166,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_169,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_171,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_175,Aku_11A_024,NA,disperser,NA,Kuoppilasjoki,NA
Aku_12_178,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_179,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_182,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_184,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_187,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_189,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_190,Aku_11A_031,usM2011,disperser,NA,Baisjohka,NA
Aku_12_192,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_196,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_197,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_198,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_199,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_200,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_201,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_203,NA,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_204,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_205,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_206,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_207,Aku_11A_024,Aku_11A_048,disperser,local,Kuoppilasjoki,Akujoki
Aku_12_208,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_209,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_211,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_212,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_214,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_215,Aku_11A_024,usM2011,disperser,NA,Kuoppilasjoki,NA
Aku_12_216,Aku_11A_037,usM2011,disperser,NA,Nilijoki,NA
Aku_12_217,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_218,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_219,Aku_11A_024,Aku_11A_048,disperser,local,Kuoppilasjoki,Akujoki
Aku_12_220,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_222,Aku_11A_024,usM2011,disperser,NA,Kuoppilasjoki,NA
Aku_12_224,Aku_11A_024,Aku_11A_048,disperser,local,Kuoppilasjoki,Akujoki
Aku_12_225,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_226,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_227,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_228,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_229,usF2011,usM2011,NA,NA,NA,NA
Aku_12_230,usF2011,usM2011,NA,NA,NA,NA
Aku_12_231,usF2011,usM2011,NA,NA,NA,NA
Aku_12_232,usF2011,usM2011,NA,NA,NA,NA
Aku_12_233,usF2011,usM2011,NA,NA,NA,NA
Aku_12_234,usF2011,usM2011,NA,NA,NA,NA
Aku_12_235,usF2011,usM2011,NA,NA,NA,NA
Aku_12_236,usF2011,usM2011,NA,NA,NA,NA
Aku_12_237,usF2011,usM2011,NA,NA,NA,NA
Aku_12_238,usF2011,usM2011,NA,NA,NA,NA
Aku_12_239,usF2011,usM2011,NA,NA,NA,NA
Aku_12_241,usF2011,usM2011,NA,NA,NA,NA
Aku_12_242,usF2011,usM2011,NA,NA,NA,NA
Aku_12_243,usF2011,usM2011,NA,NA,NA,NA
Aku_12_244,usF2011,usM2011,NA,NA,NA,NA
Aku_12_245,usF2011,usM2011,NA,NA,NA,NA
Aku_12_246,usF2011,usM2011,NA,NA,NA,NA
Aku_12_247,usF2011,usM2011,NA,NA,NA,NA
Aku_12_248,usF2011,usM2011,NA,NA,NA,NA
Aku_12_249,usF2011,usM2011,NA,NA,NA,NA
Aku_12_250,usF2011,usM2011,NA,NA,NA,NA
Aku_12_251,usF2011,usM2011,NA,NA,NA,NA
Aku_12_252,usF2011,usM2011,NA,NA,NA,NA
Aku_12_253,usF2011,usM2011,NA,NA,NA,NA
Aku_12_254,usF2011,usM2011,NA,NA,NA,NA
Aku_12_255,usF2011,usM2011,NA,NA,NA,NA
Aku_12_256,usF2011,usM2011,NA,NA,NA,NA
Aku_12_257,usF2011,usM2011,NA,NA,NA,NA
Aku_12_258,NA,usM2011,NA,NA,NA,NA
Aku_12_259,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_260,NA,usM2011,NA,NA,NA,NA
Aku_12_261,usF2011,usM2011,NA,NA,NA,NA
Aku_12_262,Aku_11A_063,usM2011,disperser,NA,NA,NA
Aku_12_263,usF2011,usM2011,NA,NA,NA,NA
Aku_12_264,usF2011,usM2011,NA,NA,NA,NA
Aku_12_265,usF2011,usM2011,NA,NA,NA,NA
Aku_12_266,usF2011,usM2011,NA,NA,NA,NA
Aku_12_267,usF2011,NA,NA,NA,NA,NA
Aku_12_268,usF2011,usM2011,NA,NA,NA,NA
Aku_12_269,usF2011,usM2011,NA,NA,NA,NA
Aku_12_270,usF2011,usM2011,NA,NA,NA,NA
Aku_12_271,usF2011,usM2011,NA,NA,NA,NA
Aku_12_272,usF2011,NA,NA,NA,NA,NA
Aku_12_274,usF2011,usM2011,NA,NA,NA,NA
Aku_12_275,usF2011,usM2011,NA,NA,NA,NA
Aku_12_276,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_277,usF2011,usM2011,NA,NA,NA,NA
Aku_12_278,usF2011,usM2011,NA,NA,NA,NA
Aku_12_279,usF2011,usM2011,NA,NA,NA,NA
Aku_12_280,usF2011,usM2011,NA,NA,NA,NA
Aku_12_281,usF2011,usM2011,NA,NA,NA,NA
Aku_12_282,NA,usM2011,NA,NA,NA,NA
Aku_12_283,usF2011,usM2011,NA,NA,NA,NA
Aku_12_284,usF2011,usM2011,NA,NA,NA,NA
Aku_12_285,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_286,usF2011,usM2011,NA,NA,NA,NA
Aku_12_287,usF2011,usM2011,NA,NA,NA,NA
Aku_12_288,usF2011,usM2011,NA,NA,NA,NA
Aku_12_289,usF2011,NA,NA,NA,NA,NA
Aku_12_290,NA,usM2011,NA,NA,NA,NA
Aku_12_292,usF2011,usM2011,NA,NA,NA,NA
Aku_12_293,usF2011,usM2011,NA,NA,NA,NA
Aku_12_294,usF2011,usM2011,NA,NA,NA,NA
Aku_12_295,usF2011,usM2011,NA,NA,NA,NA
Aku_12_296,usF2011,usM2011,NA,NA,NA,NA
Aku_12_299,usF2011,usM2011,NA,NA,NA,NA
Aku_12_300,usF2011,usM2011,NA,NA,NA,NA
Aku_12_301,usF2011,usM2011,NA,NA,NA,NA
Aku_12_302,NA,NA,NA,NA,NA,NA
Aku_12_303,usF2011,usM2011,NA,NA,NA,NA
Aku_12_304,usF2011,usM2011,NA,NA,NA,NA
Aku_12_305,usF2011,usM2011,NA,NA,NA,NA
Aku_12_306,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_307,NA,usM2011,NA,NA,NA,NA
Aku_12_308,NA,usM2011,NA,NA,NA,NA
Aku_12_309,usF2011,usM2011,NA,NA,NA,NA
Aku_12_310,usF2011,usM2011,NA,NA,NA,NA
Aku_12_311,usF2011,usM2011,NA,NA,NA,NA
Aku_12_312,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_313,NA,usM2011,NA,NA,NA,NA
Aku_12_315,usF2011,usM2011,NA,NA,NA,NA
Aku_12_316,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_317,usF2011,usM2011,NA,NA,NA,NA
Aku_12_318,NA,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_319,usF2011,usM2011,NA,NA,NA,NA
Aku_12_320,NA,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_321,usF2011,usM2011,NA,NA,NA,NA
Aku_12_322,NA,usM2011,NA,NA,NA,NA
Aku_12_323,usF2011,usM2011,NA,NA,NA,NA
Aku_12_324,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_325,usF2011,Aku_11A_055,NA,local,NA,Akujoki
Aku_12_326,usF2011,Aku_11A_055,NA,local,NA,Akujoki
Aku_12_327,usF2011,usM2011,NA,NA,NA,NA
Aku_12_328,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_329,usF2011,usM2011,NA,NA,NA,NA
Aku_12_330,usF2011,usM2011,NA,NA,NA,NA
Aku_12_331,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_332,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_333,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_334,NA,NA,NA,NA,NA,NA
Aku_12_335,Aku_11A_030,Aku_11A_001,disperser,disperser,Nilijoki,Nilijoki
Aku_12_336,usF2011,NA,NA,NA,NA,NA
Aku_12_337,usF2011,usM2011,NA,NA,NA,NA
Aku_12_338,usF2011,usM2011,NA,NA,NA,NA
Aku_12_339,usF2011,usM2011,NA,NA,NA,NA
Aku_12_340,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_341,Aku_11A_032,Aku_11A_004,disperser,local,Outakoski,Akujoki
Aku_12_342,NA,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_343,usF2011,NA,NA,NA,NA,NA
Aku_12_344,NA,usM2011,NA,NA,NA,NA
Aku_12_345,usF2011,usM2011,NA,NA,NA,NA
Aku_12_346,usF2011,Aku_11A_055,NA,local,NA,Akujoki
Aku_12_347,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_348,Aku_11A_063,usM2011,disperser,NA,NA,NA
Aku_12_349,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_350,usF2011,usM2011,NA,NA,NA,NA
Aku_12_351,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_352,usF2011,usM2011,NA,NA,NA,NA
Aku_12_353,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_354,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_355,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_356,usF2011,usM2011,NA,NA,NA,NA
Aku_12_357,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_358,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_359,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_360,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_361,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_362,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_363,usF2011,usM2011,NA,NA,NA,NA
Aku_12_364,usF2011,usM2011,NA,NA,NA,NA
Aku_12_365,Aku_11A_063,usM2011,disperser,NA,NA,NA
Aku_12_366,usF2011,usM2011,NA,NA,NA,NA
Aku_12_367,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_369,usF2011,usM2011,NA,NA,NA,NA
Aku_12_370,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_371,usF2011,Aku_11A_055,NA,local,NA,Akujoki
Aku_12_372,usF2011,usM2011,NA,NA,NA,NA
Aku_12_373,usF2011,usM2011,NA,NA,NA,NA
Aku_12_374,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_375,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_376,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_377,Aku_11A_030,usM2011,disperser,NA,Nilijoki,NA
Aku_12_379,Aku_11A_030,usM2011,disperser,NA,Nilijoki,NA
Aku_12_380,usF2011,usM2011,NA,NA,NA,NA
Aku_12_381,usF2011,usM2011,NA,NA,NA,NA
Aku_12_382,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_383,Aku_11A_045,usM2011,local,NA,Akujoki,NA
Aku_12_384,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_386,Aku_11A_030,usM2011,disperser,NA,Nilijoki,NA
Aku_12_387,NA,usM2011,NA,NA,NA,NA
Aku_12_388,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_389,Aku_11A_030,usM2011,disperser,NA,Nilijoki,NA
Aku_12_390,NA,usM2011,NA,NA,NA,NA
Aku_12_391,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_392,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_393,NA,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_395,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_396,Aku_11A_028,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_397,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_399,Aku_11A_030,usM2011,disperser,NA,Nilijoki,NA
Aku_12_400,NA,NA,NA,NA,NA,NA
Aku_12_401,NA,NA,NA,NA,NA,NA
Aku_12_403,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_404,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_405,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_406,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_407,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_408,usF2011,NA,NA,NA,NA,NA
Aku_12_409,NA,usM2011,NA,NA,NA,NA
Aku_12_410,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_411,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_412,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_413,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_414,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_415,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_416,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_417,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_418,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_419,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_420,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_421,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_422,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_423,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_424,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_425,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_426,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_427,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_428,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_429,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_430,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_431,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_432,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_433,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_434,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_435,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_436,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_437,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_438,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_439,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_440,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_441,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_442,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_443,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_444,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_445,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_446,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_447,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_448,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_449,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_450,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_451,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_452,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_453,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_454,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_455,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_456,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_457,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
