"","ID","year","date","tag.ID","wt.kg","length.cm","sex","notes.fi","notes.en","notes.KM","dead","recapture","match.ID","Scale.smoltage","scale.seaage","Respawner","notes.FI","notes.ENG","InterpAge"
"1","Uts_11A_022",2011,"9/27/2011","F835",5.7,83,"F","","","",NA,NA,"",3,2,0,"","",2
"2","Uts_11A_028",2011,"9/28/2011","F841",11.9,99,"F","","","",NA,NA,"",4,3,0,"","",3
"3","Uts_11A_029",2011,"9/28/2011","F842",10.3,100,"F","","","",NA,NA,"",3,3,0,"","",3
"4","Uts_11A_037",2011,"9/29/2011","F850",13.5,114,"F","","","",NA,NA,"",3,4,1,"","",4
"5","Uts_11A_039",2011,"9/30/2011","F852",14.3,109,"F","","","",NA,NA,"",3,4,0,"","",4
"6","Uts_11A_052",2011,"10/3/2011","F864",9.7,98,"F","","","",NA,NA,"",3,3,0,"","",3
"7","Uts_11A_053",2011,"10/3/2011","F866",7.3,92,"F","","","",NA,NA,"",3,3,0,"","",3
"8","Uts_12A_003",2012,"9/16/2012","F153",4.9,81,"F","","","",NA,NA,"",4,2,1,"","",2
"9","Uts_12A_004",2012,"9/16/2012","F154",7,90,"F","","","",NA,NA,"",5,2,0,"","",2
"10","Uts_12A_018",2012,"9/25/2012","F168",15,111,"F","","","",NA,NA,"",4,4,1,"","",4
"11","Uts_12A_019",2012,"9/25/2012","F169",5.7,84,"F","","","",NA,NA,"",3,2,0,"","",2
"12","Uts_12A_021",2012,"9/25/2012","F171",4,76,"F","","","",NA,NA,"",3,2,0,"","",2
"13","Uts_12A_027",2012,"9/27/2012","F176",1.5,57,"F","","","",NA,NA,"",4,1,0,"","",1
"14","Uts_12A_030",2012,"9/28/2012","F179",7.2,92,"F","","","",NA,NA,"",3,2,0,"","",2
"15","Uts_13A_004",2013,"17.-18.9.2013","F504",9.8,102,"F","","","",NA,NA,"",3,3,0,"","",3
"16","Uts_13A_008",2013,"17.-18.9.2013","F508",1.4,56,"F","","","",NA,NA,"",5,1,0,"","",1
"17","Uts_13A_012",2013,"19.-20.9.2013","F512",2,58,"F","","dead","",1,NA,"",NA,NA,NA,"","",1
"18","Uts_13A_033",2013,"26.-27.9.2013","F533",8.9,95,"F","","","",NA,NA,"",3,3,0,"","",3
"19","Uts_13A_037",2013,"29.-30.9.2013","F537",8.8,97,"F","","","",NA,NA,"",4,3,0,"","",3
"20","Uts_13A_039",2013,"29.-30.9.2013","F539",5.7,84,"F","","","",NA,NA,"",4,2,0,"","",2
"21","Uts_13A_044",2013,"29.-30.9.2013","F544",4.9,82,"F","","","",NA,NA,"",NA,2,0,"","",2
"22","Uts_13A_045",2013,"29.-30.9.2013","F545",3.5,83,"F","","","",NA,NA,"",NA,2,0,"","",2
"23","Uts_13A_047",2013,"29.-30.9.2013","F547",9.6,96,"F","","","",NA,NA,"",3,2,1,"","",2
"24","Uts_13A_058",2013,"2.-3.10.2013","F558",6.8,86,"F","","","",NA,NA,"",4,2,0,"","",2
"25","Uts_13A_059",2013,"2.-3.10.2013","F559",4.8,77,"F","","","",NA,NA,"",5,2,0,"","",2
"26","Uts_13A_065",2013,"4.-5.10.2013","F565",16.9,114,"F","","","",NA,NA,"",3,4,1,"","",4
"27","Uts_13A_066",2013,"4.-5.10.2013","F566",5.3,83,"F","","","",NA,NA,"",4,2,0,"","",2
"28","Uts_14A_018",2014,"17-20.9","F578",7.1,86,"F","kirkas, respawn","MSW","silvery",NA,NA,"",NA,2,1,"","",2
"29","Uts_14A_024",2014,"17-20.9","F584",12.1,103,"F","","MSW","",NA,NA,"",4,3,0,"","",3
"30","Uts_14A_050",2014,"22.-23.9","F610",5.6,82,"F","","MSW","",NA,NA,"",3,2,0,"","",2
"31","Uts_14A_063",2014,"23.-24.9","F623",7.1,91,"F","","MSW","",NA,NA,"",4,2,0,"","",2
"32","Uts_14A_066",2014,"24.-25.9","F626",6.7,86,"F","","MSW","",NA,NA,"",4,2,0,"","",2
"33","Uts_14A_100",2014,"1.-2.10","F660",5,80,"F","","MSW","",NA,NA,"",3,2,0,"","",2
"34","Uts_14A_107",2014,"2.-3.10","F667",5,80,"F","","MSW","",NA,NA,"",3,2,0,"","",2
"35","Uts_14A_108",2014,"2.-3.10","F668",5.7,84,"F","","MSW","",NA,NA,"",4,2,0,"","",2
"36","Uts_15A_010",2015,"14-15.9","Z08209",5.5,85,"F","","","",NA,NA,"",4,2,0,"","",2
"37","Uts_15A_011",2015,"14-15.9","Z08210",7.8,91,"F","","","",NA,NA,"",4,3,0,"","",3
"38","Uts_15A_021",2015,"16.-17.9","Z08220",1,49,"F","","","",NA,NA,"",NA,NA,0,"","",1
"39","Uts_15A_026",2015,"17.-18.9","Z08225",5.6,81,"F","","","",NA,NA,"",3,2,0,"","",2
"40","Uts_15A_030",2015,"21.-22.9","Z08229",11.6,103,"F","","","",NA,NA,"",4,3,1,"","",3
"41","Uts_15A_040",2015,"23.-24.9","Z08239",5.9,82,"F","","","",NA,NA,"",NA,2,0,"","",2
"42","Uts_15A_054",2015,"28.-29.9","Z08254",6.7,85,"F","","","",NA,NA,"",4,2,0,"","",2
"43","Uts_15A_055",2015,"28.-29.9","Z08255",11.5,101,"F","","","",NA,NA,"",NA,3,1,"","",3
"44","Uts_15A_062",2015,"28.-29.9","Z08262",6.9,90,"F","","","",NA,NA,"",3,2,0,"","",2
"45","Uts_15A_066",2015,"31.9-1.10","Z08266",13.1,111,"F","","","",NA,NA,"",4,4,1,"","",4
"46","Uts_15A_067",2015,"31.9-1.10","Z08267",9.6,95,"F","","","",NA,NA,"",4,3,0,"","",3
"47","Uts_15A_077",2015,"2.-3.10","Z08277",5.1,78,"F","","","",NA,NA,"",4,2,0,"","",2
"48","Uts_15A_078",2015,"2.-3.10","Z08278",3.5,72,"F","","","",NA,NA,"",4,2,0,"","",2
"49","Uts_16A_036",2016,"19.-20.9","Z08318",5.6,81,"F","","","",NA,NA,"",3,2,0,"","",2
"50","Uts_16A_037",2016,"19.-20.9","Z08319",9.4,97,"F","","","",NA,NA,"",3,3,0,"","",3
"51","Uts_16A_043",2016,"20.-21.9","Z08325",6.3,83,"F","","","",NA,NA,"",3,2,0,"","",2
"52","Uts_16A_048",2016,"20.-21.9","Z08328",6.2,84,"F","","","",NA,NA,"",3,2,0,"","",2
"53","Uts_16A_050",2016,"21.-22.9","Z08330",9.3,99,"F","","","",NA,NA,"",NA,3,0,"","",3
"54","Uts_16A_064",2016,"22.-23.9","Z08344",5.4,83,"F","","","",NA,NA,"",NA,NA,0,"","",2
"55","Uts_16A_077",2016,"26.-27.9","Z08356",6.3,85,"F","","","",NA,NA,"",3,2,0,"","",2
"56","Uts_16A_091",2016,"27.-28.9","Z08370",6.1,84,"F","","","",NA,NA,"",3,2,0,"","",2
"57","Uts_16A_096",2016,"27.-28.9","Z08375",9.4,97,"F","","","",NA,NA,"",3,3,0,"","",3
"58","Uts_16A_102",2016,"28.-29.9","Z08381",6.5,86,"F","","","",NA,NA,"",4,2,0,"","",2
"59","Uts_16A_105",2016,"28.-29.9","Z08384",5.4,79,"F","","","",NA,NA,"",3,2,0,"","",2
"60","Uts_16A_108",2016,"28.-29.9","Z08387",4.7,80,"F","","","",NA,NA,"",3,2,0,"","",2
"61","Uts_16A_112",2016,"29.-30.9","Z08390",5.6,81,"F","","","",NA,NA,"",3,2,0,"","",2
"62","Uts_16A_115",2016,"4.-5.10","Z08393",5.2,83,"F","","","",NA,NA,"",3,2,0,"","",2
"63","Uts_17A_002",2017,"14.9.2017","F672",13.7,114,"F","","","",NA,NA,"",4,4,1,"PS (uudellen kutija)","repeat spawner",4
"64","Uts_17A_005",2017,"14.9.2017","F675",13.1,101,"F","","","",NA,NA,"",4,3,0,"","",3
"65","Uts_17A_007",2017,"14.9.2017","F677",10.2,96,"F","","","",NA,NA,"",4,3,0,"","",3
"66","Uts_17A_010",2017,"14.9.2017","F680",12.2,99,"F","","","",NA,NA,"",NA,3,0,"ei joki-ik��","no river age",3
"67","Uts_17A_018",2017,"18.9.2017","F688",10.4,102,"F","","","",NA,NA,"",4,3,0,"","",3
"68","Uts_17A_026",2017,"19.9.2017","F695",4.6,80,"F","","","",NA,NA,"",4,2,0,"","",2
"69","Uts_17A_031",2017,"19.9.2017","F700",10.3,99,"F","","","",NA,NA,"",NA,3,0,"ei joki-ik��","no river age",3
"70","Uts_17A_046",2017,"21.9.2017","F214",9.4,97,"F","","","",NA,NA,"",3,3,0,"","",3
"71","Uts_17A_056",2017,"25.9.2017","F223",11.6,103,"F","","","",NA,NA,"",3,3,0,"","",3
"72","Uts_17A_066",2017,"25.9.2017","F233",10.2,102,"F","","","",NA,NA,"",3,3,0,"","",3
"73","Uts_17A_072",2017,"26.9.2017","F239",5,80,"F","","","",NA,NA,"",4,2,0,"","",2
"74","Uts_17A_073",2017,"26.9.2017","F240",8.1,90,"F","","","",NA,NA,"",4,2,0,"","",2
"75","Uts_17A_074",2017,"26.9.2017","F241",6.7,87,"F","","","",NA,NA,"",4,2,0,"","",2
"76","Uts_17A_075",2017,"26.9.2017","F242",11.4,105,"F","paha kudosvaurio kuonon oikealla yl�reualla, vasen silm� sokea, muuten hyv� kunto ja vireys","bad tissue damage on right side of snout, left eye blind","",NA,NA,"",3,4,1,"PS (uudellen kutija)","repeat spawner",4
"77","Uts_17A_077",2017,"26.9.2017","F244",7.5,92,"F","","","",NA,NA,"",3,3,0,"","",3
"78","Uts_17A_078",2017,"27.9.2017","F245",13.6,110,"F","","","",NA,NA,"",3,4,1,"PS (uudellen kutija)","repeat spawner",4
"79","Uts_17A_090",2017,"1.10.2017","",9.7,98,"F","kuollut","dead","",1,NA,"",3,3,0,"","",3
"80","Uts_17A_096",2017,"4.10.2017","YL9882",9.8,102,"F","kulkutettu! (kyl�talon niska)","drift net at location","",NA,NA,"",4,4,1,"PS (uudellen kutija)","",4
"81","Uts_17A_098",2017,"5.10.2017","125",7.5,98,"F","","","",NA,NA,"",NA,3,0,"ei joki-ik��","no river age",3
"82","Uts_18A_020",2018,"17.9.2018","F886",2.2,61,"F","","","",NA,NA,"",3,1,0,"","",1
"83","Uts_18A_038",2018,"20.9.2018","F904",10.5,100,"F","","","",NA,NA,"",3,3,0,"","",3
"84","Uts_18A_042",2018,"20.9.2018","F908",13,110,"F","","","",NA,NA,"",3,4,0,"","",4
"85","Uts_18A_045",2018,"21.9.2018","F911",5.4,80,"F","","","",NA,NA,"",4,2,0,"","",2
"86","Uts_18A_060",2018,"25.9.2018","F926",2.6,73,"F","kutenut","spawned","",NA,NA,"",4,2,1,"toinen kutureissu","spawning return trip",2
"87","Uts_18A_071",2018,"27.9.2018","F937",9,96,"F","","","",NA,NA,"",4,3,0,"","",3
"88","Uts_18A_080",2018,"28.9.2018","F946",10,100,"F","","","",NA,NA,"",3,3,0,"","",3
"89","Uts_18A_088",2018,"29.9.2018","F954",7,78,"F","","","",NA,NA,"",4,2,0,"","",2
"90","Uts_18A_096",2018,"1.10.2018","F962",10.2,98,"F","","","",NA,NA,"",3,3,0,"","",3
"91","Uts_18A_100",2018,"1.10.2018","F967",1.2,52,"F","F966 -merkki kateissa","F966 tag missing","",NA,NA,"",4,1,0,"","",1
"92","Uts_18A_117",2018,"3.10.2018","F984",11.4,102,"F","","","",NA,NA,"",4,3,0,"","",3
"93","Uts_18A_119",2018,"3.10.2018","F986",7.1,90,"F","","","",NA,NA,"",3,2,0,"","",2
"94","Uts_19A_05",2019,"14.9.2019","F304",12.2,102,"F","","","",NA,NA,"",3,3,0,"","",3
"95","Uts_19A_11",2019,"9/20/2019","F310",5,78,"F","","","",NA,NA,"",3,2,0,"","",2
"96","Uts_19A_13",2019,"9/23/2019","F312",5.7,81,"F","","","",NA,NA,"",3,2,0,"","",2
"97","Uts_19A_25",2019,"9/27/2019","F324",15,111,"F","","","",NA,NA,"",3,3,0,"","",3
"98","Uts_19A_30",2019,"10/1/2019","F329",5.8,82,"F","","","",NA,NA,"",4,2,0,"","",2
"99","Uts_19A_31",2019,"10/1/2019","F330",5.4,77,"F","","","",NA,NA,"",5,2,0,"","",2
"100","Uts_19A_32",2019,"10/1/2019","F331",8,90,"F","","","",NA,NA,"",3,2,0,"","",2
"101","Uts_19A_34",2019,"10/3/2019","F333",6.4,88,"F","ei rasvaev��","no adipose fin","",NA,NA,"",4,2,0,"","",2
"102","Uts_19A_36",2019,"10/3/2019","F335",8.5,100,"F","","","",NA,NA,"",NA,NA,NA,"Pussi puuttuu","scale bag missing",3
"103","Uts_11A_001",2011,"9/20/2011","F814",2.5,64,"M","","","",NA,NA,"",4,1,0,"","",1
"104","Uts_11A_002",2011,"9/20/2011","F815",2.4,65,"M","","","",NA,NA,"",NA,1,0,"","",1
"105","Uts_11A_003",2011,"9/20/2011","F816",3.5,75,"M","","","",NA,NA,"",4,2,0,"","",2
"106","Uts_11A_004",2011,"9/20/2011","F817",7.3,90,"M","","","",NA,NA,"",4,2,0,"","",2
"107","Uts_11A_005",2011,"9/21/2011","F818",1.4,54,"M","","","",NA,NA,"",3,1,0,"","",1
"108","Uts_11A_006",2011,"9/21/2011","F819",7.2,89,"M","","","",NA,NA,"",4,2,0,"","",2
"109","Uts_11A_007",2011,"9/21/2011","F820",11,107,"M","","","",NA,NA,"",NA,3,0,"","",3
"110","Uts_11A_008",2011,"9/22/2011","F821",1.65,59,"M","","","",NA,NA,"",4,1,0,"","",1
"111","Uts_11A_009",2011,"9/22/2011","F822",2.6,66,"M","","","",NA,NA,"",4,1,0,"","",1
"112","Uts_11A_010",2011,"9/22/2011","F823",1.85,60,"M","","","",NA,NA,"",4,1,0,"","",1
"113","Uts_11A_011",2011,"9/22/2011","F824",2,62,"M","","","",NA,NA,"",3,1,0,"","",1
"114","Uts_11A_012",2011,"9/22/2011","F825",2.4,64,"M","","","",NA,NA,"",4,1,0,"","",1
"115","Uts_11A_013",2011,"9/23/2011","F826",2.2,65,"M","","","",NA,NA,"",3,1,0,"","",1
"116","Uts_11A_014",2011,"9/23/2011","F827",5.5,85,"M","","","",NA,NA,"",3,2,0,"","",2
"117","Uts_11A_015",2011,"9/23/2011","F828",2.4,64,"M","","","",NA,NA,"",4,1,0,"","",1
"118","Uts_11A_016",2011,"9/23/2011","F829",3.1,70,"M","","","",NA,NA,"",3,2,0,"","",2
"119","Uts_11A_017",2011,"9/23/2011","F830",8.8,97,"M","","","",NA,NA,"",3,3,0,"","",3
"120","Uts_11A_018",2011,"9/26/2011","F831",2.5,64,"M","","","",NA,NA,"",4,1,0,"","",1
"121","Uts_11A_019",2011,"9/26/2011","F832",2.7,67,"M","","","",NA,NA,"",4,1,0,"","",1
"122","Uts_11A_020",2011,"9/26/2011","F833",2.7,67,"M","","","",NA,NA,"",3,1,0,"","",1
"123","Uts_11A_021",2011,"9/27/2011","F834",2.1,62,"M","","","",NA,NA,"",3,1,0,"","",1
"124","Uts_11A_023",2011,"9/28/2011","F836",1.7,59,"M","","","",NA,NA,"",3,1,0,"","",1
"125","Uts_11A_024",2011,"9/28/2011","F837",2.4,65,"M","","","",NA,NA,"",4,1,0,"","",1
"126","Uts_11A_025",2011,"9/28/2011","F838",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"127","Uts_11A_026",2011,"9/28/2011","F839",2.9,70,"M","","","",NA,NA,"",4,1,0,"","",1
"128","Uts_11A_027",2011,"9/28/2011","F840",2.5,66,"M","","","",NA,NA,"",3,1,0,"","",1
"129","Uts_11A_030",2011,"9/28/2011","F843",1.5,56,"M","","","",NA,NA,"",3,1,0,"","",1
"130","Uts_11A_031",2011,"9/28/2011","F844",2,62,"M","","","",NA,NA,"",4,1,0,"","",1
"131","Uts_11A_032",2011,"9/28/2011","F845",2.2,64,"M","","","",NA,NA,"",3,1,0,"","",1
"132","Uts_11A_033",2011,"9/28/2011","F846",2,60,"M","","","",NA,NA,"",4,1,0,"","",1
"133","Uts_11A_034",2011,"9/28/2011","F847",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"134","Uts_11A_035",2011,"9/29/2011","F848",2.3,66,"M","","","",NA,NA,"",4,1,0,"","",1
"135","Uts_11A_036",2011,"9/29/2011","F849",12.6,116,"M","","","",NA,NA,"",NA,3,0,"","",3
"136","Uts_11A_038",2011,"9/30/2011","F851",2.3,62,"M","","","",NA,NA,"",4,1,0,"","",1
"137","Uts_11A_040",2011,"9/30/2011","F853",19.75,117,"M","","","",NA,NA,"",NA,4,0,"","",4
"138","Uts_11A_041",2011,"10/2/2011","F854",2,61,"M","","","",NA,NA,"",3,1,0,"","",1
"139","Uts_11A_042",2011,"10/2/2011","F855",2.4,64,"M","","","recaptured later",NA,1,"Uts_13A_054",4,1,0,"","",1
"140","Uts_11A_043",2011,"10/2/2011","F856",2.4,64,"M","","","",NA,NA,"",3,1,0,"","",1
"141","Uts_11A_044",2011,"10/2/2011","F857",1.9,60,"M","","","",NA,NA,"",4,1,0,"","",1
"142","Uts_11A_045",2011,"10/2/2011","F858",1.5,55,"M","","","",NA,NA,"",3,1,0,"","",1
"143","Uts_11A_046",2011,"10/2/2011","F859",1.9,59,"M","","","",NA,NA,"",3,1,0,"","",1
"144","Uts_11A_047",2011,"10/2/2011","F860",2.6,66,"M","","","",NA,NA,"",4,1,0,"","",1
"145","Uts_11A_048",2011,"10/3/2011","F861",1.7,59,"M","","","",NA,NA,"",5,1,0,"","",1
"146","Uts_11A_049",2011,"10/3/2011","F862",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"147","Uts_11A_050",2011,"10/3/2011","F863",2.5,64,"M","","","",NA,NA,"",3,1,0,"","",1
"148","Uts_11A_051",2011,"10/3/2011","F865",2.7,67,"M","","","",NA,NA,"",3,1,0,"","",1
"149","Uts_11A_054",2011,"10/3/2011","F867",1.5,57,"M","","","",NA,NA,"",3,1,0,"","",1
"150","Uts_12A_001",2012,"9/16/2012","F151",3.1,69,"M","","","",NA,NA,"",5,2,0,"","",2
"151","Uts_12A_002",2012,"9/16/2012","F152",3.9,75,"M","","","",NA,NA,"",4,2,0,"","",2
"152","Uts_12A_005",2012,"9/18/2012","F155",15.5,117,"M","","","",NA,NA,"",NA,4,0,"","",4
"153","Uts_12A_006",2012,"9/18/2012","F156",1.8,62,"M","","","",NA,NA,"",4,1,0,"","",1
"154","Uts_12A_007",2012,"9/19/2012","F157",11.5,102,"M","","","",NA,NA,"",4,3,0,"","",3
"155","Uts_12A_008",2012,"9/19/2012","F158",2.1,63,"M","","","",NA,NA,"",3,1,0,"","",1
"156","Uts_12A_009",2012,"9/19/2012","F159",1.9,63,"M","","","",NA,NA,"",4,1,0,"","",1
"157","Uts_12A_010",2012,"9/19/2012","F160",2,60,"M","","","",NA,NA,"",NA,1,0,"","",1
"158","Uts_12A_011",2012,"9/20/2012","F161",2.5,65,"M","","","",NA,NA,"",5,1,0,"","",1
"159","Uts_12A_012",2012,"9/20/2012","F162",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"160","Uts_12A_013",2012,"9/24/2012","F163",2.9,66,"M","","","",NA,NA,"",5,1,0,"","",1
"161","Uts_12A_014",2012,"9/24/2012","F164",2.6,67,"M","","","",NA,NA,"",4,1,0,"","",1
"162","Uts_12A_015",2012,"9/24/2012","F165",2.9,68,"M","","","",NA,NA,"",4,1,0,"","",1
"163","Uts_12A_016",2012,"9/24/2012","F166",3,71,"M","","","",NA,NA,"",4,1,0,"","",1
"164","Uts_12A_017",2012,"9/25/2012","F167",17,117,"M","","","",NA,NA,"",3,3,0,"","",3
"165","Uts_12A_020",2012,"9/25/2012","F170",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"166","Uts_12A_022",2012,"9/25/2012","F172",2.5,66,"M","","","",NA,NA,"",5,1,0,"","",1
"167","Uts_12A_023",2012,"9/25/2012","F173",2.5,67,"M","","","",NA,NA,"",3,1,0,"","",1
"168","Uts_12A_024",2012,"9/27/2012","",18.5,123,"M","","dead","",1,NA,"",NA,NA,NA,"","",4
"169","Uts_12A_025",2012,"9/27/2012","F174",2.9,69,"M","","","",NA,NA,"",5,1,0,"","",1
"170","Uts_12A_026",2012,"9/27/2012","F175",2.6,68,"M","","","",NA,NA,"",4,1,0,"","",1
"171","Uts_12A_028",2012,"9/28/2012","F177",2.3,63,"M","","","",NA,NA,"",4,1,0,"","",1
"172","Uts_12A_029",2012,"9/28/2012","F178",2.8,66,"M","","","",NA,NA,"",3,1,0,"","",1
"173","Uts_12A_031",2012,"10/1/2012","F180",1.4,57,"M","","","",NA,NA,"",4,1,0,"","",1
"174","Uts_12A_032",2012,"10/1/2012","F181",2.4,66,"M","","","",NA,NA,"",3,1,0,"","",1
"175","Uts_12A_033",2012,"10/1/2012","F182",9.8,102,"M","","dead","",1,NA,"",NA,NA,NA,"","",3
"176","Uts_12A_034",2012,"10/1/2012","F183",6.5,91,"M","","","",NA,NA,"",3,2,0,"","",2
"177","Uts_12A_035",2012,"10/2/2012","F184",3,70,"M","","","",NA,NA,"",4,1,0,"","",1
"178","Uts_12A_036",2012,"10/2/2012","F185",8.4,96,"M","","","",NA,NA,"",3,2,1,"","",2
"179","Uts_13A_001",2013,"17.-18.9.2013","F501",2.2,63,"M","","","",NA,NA,"",4,1,0,"","",1
"180","Uts_13A_002",2013,"17.-18.9.2013","F502",1.7,57,"M","","","",NA,NA,"",4,1,0,"","",1
"181","Uts_13A_003",2013,"17.-18.9.2013","F503",2,62,"M","","","",NA,NA,"",4,1,0,"","",1
"182","Uts_13A_005",2013,"17.-18.9.2013","F505",2.2,63,"M","","","",NA,NA,"",4,1,0,"","",1
"183","Uts_13A_006",2013,"17.-18.9.2013","F506",1.5,57,"M","","","",NA,NA,"",4,1,0,"","",1
"184","Uts_13A_007",2013,"17.-18.9.2013","F507",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"185","Uts_13A_009",2013,"18.-19.9.2013","F509",2.9,68,"M","","","",NA,NA,"",4,1,0,"","",1
"186","Uts_13A_010",2013,"19.-20.9.2013","F510",2.4,63,"M","","","",NA,NA,"",4,1,0,"","",1
"187","Uts_13A_011",2013,"19.-20.9.2013","F511",2,60,"M","","","",NA,NA,"",3,1,0,"","",1
"188","Uts_13A_013",2013,"20.-21.9.2013","F513",12,111,"M","","","",NA,NA,"",NA,3,0,"","",3
"189","Uts_13A_014",2013,"20.-21.9.2013","F514",1.8,57,"M","","","",NA,NA,"",5,1,0,"","",1
"190","Uts_13A_015",2013,"20.-21.9.2013","F515",3.1,67,"M","","","",NA,NA,"",4,1,0,"","",1
"191","Uts_13A_016",2013,"20.-21.9.2013","F516",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"192","Uts_13A_017",2013,"23.-24.9.2013","F517",2,60,"M","","","",NA,NA,"",4,1,0,"","",1
"193","Uts_13A_018",2013,"23.-24.9.2013","F518",1.5,55,"M","","","",NA,NA,"",5,1,0,"","",1
"194","Uts_13A_019",2013,"23.-24.9.2013","F519",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"195","Uts_13A_020",2013,"23.-24.9.2013","F520",1.6,58,"M","","","",NA,NA,"",4,1,0,"","",1
"196","Uts_13A_021",2013,"23.-24.9.2013","F521",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"197","Uts_13A_022",2013,"23.-24.9.2013","F522",2.1,62,"M","","","",NA,NA,"",4,1,0,"","",1
"198","Uts_13A_023",2013,"24.-25.9.2013","F523",8.9,98,"M","","","",NA,NA,"",4,3,0,"","",3
"199","Uts_13A_024",2013,"24.-25.9.2013","F524",9.5,100,"M","","","",NA,NA,"",NA,3,0,"","",3
"200","Uts_13A_025",2013,"24.-25.9.2013","F525",1.9,60,"M","","","",NA,NA,"",3,1,0,"","",1
"201","Uts_13A_026",2013,"25.-26.9.2013","F526",1.8,60,"M","","","",NA,NA,"",3,1,0,"","",1
"202","Uts_13A_027",2013,"25.-26.9.2013","F527",1.7,59,"M","","","",NA,NA,"",4,1,0,"","",1
"203","Uts_13A_028",2013,"25.-26.9.2013","F528",6.6,87,"M","","","",NA,NA,"",4,2,0,"","",2
"204","Uts_13A_029",2013,"26.-27.9.2013","F529",8.1,93,"M","","","",NA,NA,"",4,2,1,"","",2
"205","Uts_13A_030",2013,"26.-27.9.2013","F530",1.9,59,"M","","","",NA,NA,"",4,1,0,"","",1
"206","Uts_13A_031",2013,"26.-27.9.2013","F531",2.1,61,"M","","","",NA,NA,"",4,1,0,"","",1
"207","Uts_13A_032",2013,"26.-27.9.2013","F532",1.6,57,"M","","","",NA,NA,"",5,1,0,"","",1
"208","Uts_13A_034",2013,"26.-27.9.2013","F534",7,94,"M","","","",NA,NA,"",4,2,0,"","",2
"209","Uts_13A_035",2013,"29.-30.9.2013","F535",2.2,61,"M","","","",NA,NA,"",NA,1,0,"","",1
"210","Uts_13A_036",2013,"29.-30.9.2013","F536",2,59,"M","","","",NA,NA,"",4,1,0,"","",1
"211","Uts_13A_038",2013,"29.-30.9.2013","F538",10.4,101,"M","","","",NA,NA,"",3,2,1,"","",2
"212","Uts_13A_040",2013,"29.-30.9.2013","F540",1.6,54,"M","","","",NA,NA,"",NA,1,0,"","",1
"213","Uts_13A_041",2013,"29.-30.9.2013","F541",2.4,64,"M","","","",NA,NA,"",5,1,0,"","",1
"214","Uts_13A_042",2013,"29.-30.9.2013","F542",2.4,62,"M","","","",NA,NA,"",4,1,0,"","",1
"215","Uts_13A_043",2013,"29.-30.9.2013","F543",9.3,102,"M","","","",NA,NA,"",NA,3,0,"","",3
"216","Uts_13A_046",2013,"29.-30.9.2013","F546",1.8,58,"M","","","",NA,NA,"",4,1,0,"","",1
"217","Uts_13A_048",2013,"30.9-1.10.2013","F548",2.4,64,"M","","","",NA,NA,"",4,1,0,"","",1
"218","Uts_13A_049",2013,"30.9-1.10.2013","F549",2.1,61,"M","","","",NA,NA,"",4,1,0,"","",1
"219","Uts_13A_050",2013,"30.9-1.10.2013","F550",2,61,"M","","","",NA,NA,"",4,1,0,"","",1
"220","Uts_13A_051",2013,"30.9-1.10.2013","F551",2.1,60,"M","","","",NA,NA,"",4,1,0,"","",1
"221","Uts_13A_052",2013,"30.9-1.10.2013","F552",1.7,58,"M","","","",NA,NA,"",4,1,0,"","",1
"222","Uts_13A_053",2013,"1.-2.10.2013","F553",8.5,94,"M","","","",NA,NA,"",NA,3,0,"","",3
"223","Uts_13A_054",2013,"1.-2.10.2013","F554",10.8,101,"M","","","recapture tag lost",NA,2,"Uts_11A_042",4,3,0,"","smoltage from Uts_11A_042",3
"224","Uts_13A_055",2013,"1.-2.10.2013","F555",2.3,63,"M","","","",NA,NA,"",4,1,0,"","",1
"225","Uts_13A_056",2013,"1.-2.10.2013","F556",1.6,55,"M","","","",NA,NA,"",4,1,0,"","",1
"226","Uts_13A_057",2013,"1.-2.10.2013","F557",1.9,61,"M","","","",NA,NA,"",4,1,0,"","",1
"227","Uts_13A_060",2013,"2.-3.10.2013","F560",1.7,56,"M","","","",NA,NA,"",4,1,0,"","",1
"228","Uts_13A_061",2013,"2.-3.10.2013","F561",2.6,64,"M","","","",NA,NA,"",4,2,1,"","",2
"229","Uts_13A_062",2013,"2.-3.10.2013","F562",1.2,52,"M","","","",NA,NA,"",4,1,0,"","",1
"230","Uts_13A_063",2013,"3.-4.10.2013","F563",2.4,63,"M","","","",NA,NA,"",4,1,0,"","",1
"231","Uts_13A_064",2013,"3.-4.10.2013","F564",1.6,56,"M","","","",NA,NA,"",NA,1,0,"","",1
"232","Uts_13A_067",2013,"4.-5.10.2013","F567",2.6,61,"M","","","",NA,NA,"",4,1,0,"","",1
"233","Uts_14A_001",2014,"15-16.9",NA,2.3,67,"M","","","",NA,NA,"",3,1,0,"","",1
"234","Uts_14A_002",2014,"15-16.9",NA,4,76,"M","","MSW","",NA,NA,"",3,2,0,"","",2
